setting,score_mode,groups,emitted_predictions,candidate_hit_rate,mean_nearest_iou,mean_hit_iou,ap,ap50,ap75,ar100
candidate_oracle_candidate_score,candidate,4526,923,0.2039328325231993,0.09990627159750766,0.12940935972357323,0.15693956007468288,0.2577523593262394,0.18449086666908446,0.27234484265734266
candidate_oracle_groupmax_score,group_max,4526,923,0.2039328325231993,0.09990627159750766,0.12940935972357323,0.15693956007468288,0.2577523593262394,0.18449086666908446,0.27234484265734266
candidate_oracle_iou_score,oracle_iou,4526,923,0.2039328325231993,0.09990627159750766,0.12940935972357323,0.2726840568672252,0.4736037065244986,0.2806549885757806,0.27234484265734266
