setting,train_crop_source,eval_crop_acc,eval_crop_top5_acc,ap,ap50,ap75,global_top100_loc_recall50,global_top100_class_recall50,per_category_top100_class_recall50,global_category_retention50
matched_propcrop_multiply,matched_predictions,0.42857142857142855,0.6666666666666666,0.0093338504334367,0.017248128835129262,0.010952700671101531,0.7784810126582279,0.2721518987341772,0.310126582278481,0.34959349593495936
matched_propcrop_keep,matched_predictions,0.42857142857142855,0.6666666666666666,0.0045191660046118515,0.010282717200656467,0.004159321181160765,0.6518987341772152,0.2911392405063291,0.310126582278481,0.4466019417475728
