ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.5899606421621919,0.7559911094258908,0.6510665083239924,0.18467925819705577,0.4406771320350345,0.7699614312202971,0.1854037267080745,0.6492546583850932,0.6837888198757764
