predictions,images,mean_score,mean_nearest_iou,pearson_score_iou,spearman_score_iou,top10_mean_iou,top50_mean_iou,top100_mean_iou
59946,200,0.04892077374329252,0.5240135765113977,-0.007588437754404784,-0.13760202136946179,0.9639931183854683,0.9386858994194485,0.9042951323516236
