ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.24940562129197807,0.35461865513813345,0.2396030302527403,0.16512269696228307,0.23449409202584612,0.3220529980611732,0.23431672400818884,0.3705897677869996,0.3822964913680023
