ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.12927367964432163,0.1762351803415084,0.13183471315676223,0.0550164128548354,0.14091570493955016,0.21507479905888127,0.2207039302915889,0.35157767229566533,0.3625520972896982
