predictions,images,mean_score,mean_nearest_iou,pearson_score_iou,spearman_score_iou,top10_mean_iou,top50_mean_iou,top100_mean_iou
11110,35,0.0038294505608351386,0.008024469197613111,0.37580857210257546,0.2360551445734357,0.40346491669647494,0.28913267266646697,0.2292656966447007
