predictions,images,mean_score,mean_nearest_iou,pearson_score_iou,spearman_score_iou,top10_mean_iou,top50_mean_iou,top100_mean_iou
59929,200,0.04655125723090801,0.028196173877905153,0.33918548896766926,0.11440297654721604,0.9676104393209839,0.9074735944416965,0.8602355147001761
