gt_category_id,gt_category_name,pred_category_id,pred_category_name,top_k,iou_threshold,gt_count,loc_matched_count,pair_count,pair_fraction_of_gt,pair_fraction_of_loc_matched,mean_iou,mean_score,is_correct_category
191,n07739125,9,n01770393,100,0.5,11,11,2,0.18181818181818182,0.18181818181818182,0.5628686640568474,0.14041831716895103,False
72,n02958343,9,n01770393,100,0.5,14,13,2,0.14285714285714285,0.15384615384615385,0.7230459342571276,0.15001528337597847,False
4,n01503061,9,n01770393,100,0.5,38,38,2,0.05263157894736842,0.05263157894736842,0.8778066959633103,0.026623117737472057,False
4,n01503061,20,n02118333,100,0.5,38,38,2,0.05263157894736842,0.05263157894736842,0.8217371853303286,0.1802368089556694,False
4,n01503061,28,n02268443,100,0.5,38,38,2,0.05263157894736842,0.05263157894736842,0.847262880784867,0.029150006361305714,False
9,n01770393,7,n01674464,100,0.5,1,1,1,1.0,1.0,0.9686348493649164,0.09089740365743637,False
14,n01944390,7,n01674464,100,0.5,1,1,1,1.0,1.0,0.8303290143527788,0.09596974402666092,False
20,n02118333,19,n02084071,100,0.5,1,1,1,1.0,1.0,0.9540112613584596,0.41933396458625793,False
38,n02398521,19,n02084071,100,0.5,2,1,1,0.5,1.0,0.9824727577537683,0.2480800896883011,False
42,n02437136,163,n04379243,100,0.5,1,1,1,1.0,1.0,0.9759847074012107,0.16785459220409393,False
49,n02510455,24,n02131653,100,0.5,1,1,1,1.0,1.0,0.9570406205298664,0.309156596660614,False
54,n02769748,28,n02268443,100,0.5,2,1,1,0.5,1.0,0.8584614698125016,0.09969121217727661,False
61,n02815834,87,n03188531,100,0.5,1,1,1,1.0,1.0,0.9228938996553135,0.1036887988448143,False
66,n02879718,1,n00007846,100,0.5,1,1,1,1.0,1.0,0.5367580945192012,0.11584775149822235,False
68,n02883205,124,n03814639,100,0.5,1,1,1,1.0,1.0,0.650386711705208,0.0832507535815239,False
75,n03000684,163,n04379243,100,0.5,4,1,1,0.25,1.0,0.8381775523658616,0.1567966192960739,False
77,n03017168,8,n01726692,100,0.5,1,1,1,1.0,1.0,0.7941381294760181,0.07566974312067032,False
80,n03085013,90,n03211117,100,0.5,1,1,1,1.0,1.0,0.722657768333504,0.11065990477800369,False
84,n03128519,54,n02769748,100,0.5,1,1,1,1.0,1.0,0.9411280609779696,0.18380869925022125,False
89,n03207941,163,n04379243,100,0.5,1,1,1,1.0,1.0,0.969588193688811,0.06900853663682938,False
99,n03445777,56,n02786058,100,0.5,1,1,1,1.0,1.0,0.9578358343279255,0.5210404396057129,False
101,n03467517,76,n03001627,100,0.5,1,1,1,1.0,1.0,0.907834657000139,0.1918404996395111,False
105,n03494278,165,n04409515,100,0.5,1,1,1,1.0,1.0,0.7824933051805304,0.2052389234304428,False
112,n03642806,165,n04409515,100,0.5,1,1,1,1.0,1.0,0.9616340990245958,0.29671087861061096,False
114,n03710721,1,n00007846,100,0.5,2,1,1,0.5,1.0,0.5076973910097988,0.07318789511919022,False
122,n03797390,139,n04026417,100,0.5,1,1,1,1.0,1.0,0.9137300341957848,0.2732895314693451,False
126,n03908618,65,n02870880,100,0.5,1,1,1,1.0,1.0,0.9887892306294195,0.23119863867759705,False
