predictions,images,mean_score,mean_nearest_iou,pearson_score_iou,spearman_score_iou,top10_mean_iou,top50_mean_iou,top100_mean_iou
617,55,0.00554240761885332,0.007490630854632369,0.2342676450118536,0.08896076360270551,0.08315775291093674,0.04544034934477355,0.022720174672386774
