slice,images,annotations,ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
all,330,1610,0.3215870604540525,0.4040705511543237,0.350481204955082,0.20078013034378647,0.39419448786901734,0.46476803311869425,0.43648695925070224,0.6008132964591651,0.6071914868375803
offcenter,330,1012,0.2534661802693956,0.3170532000742956,0.28081200150618324,0.17795218641684765,0.3952625434573772,0.3692043467619871,0.4121392588531931,0.6073155073999221,0.6165861428325079
center,282,598,0.29161079026997594,0.35519745748332254,0.310597922927813,0.17180274612412802,0.23850736161892172,0.4505959553571287,0.43819442256032687,0.6319732152473018,0.6361313682155324
small,207,754,0.2147771203060998,0.3068529678563038,0.23281438798300555,0.2024871776825863,0.3905167890809167,0.19886157691844694,0.33175892582181044,0.502026573130222,0.5107561984766847
medium,266,569,0.3673647537126785,0.4224284926375833,0.41039183593774653,-1.0,0.2966552308545486,0.4402929075876608,0.48233136710483704,0.745152293280035,0.7518140043939033
large,194,287,0.400014990583688,0.43549558542172995,0.41671950747501046,-1.0,-1.0,0.4480452237871504,0.6726650385080927,0.8156632068296967,0.820456259305676
