ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.49637171987558665,0.6175646980795881,0.5535113848846193,0.10799519774888847,0.3517257188989269,0.6743681288641746,0.1812422360248447,0.5439130434782609,0.5439130434782609
