predictions,images,mean_score,mean_nearest_iou,pearson_score_iou,spearman_score_iou,top10_mean_iou,top50_mean_iou,top100_mean_iou
59921,200,0.050801936116233404,0.4749246118875488,0.07508896534812398,0.011345015038164458,0.9685962687996185,0.9474965097121644,0.9034646042240527
