predictions,images,mean_score,mean_nearest_iou,pearson_score_iou,spearman_score_iou,top10_mean_iou,top50_mean_iou,top100_mean_iou
11110,35,9.258959361702923e-05,0.008024469197613111,0.2580519859295043,0.2277513738061363,0.40346491669647494,0.3162696542426673,0.24180851050215652
