predictions,images,mean_score,mean_nearest_iou,pearson_score_iou,spearman_score_iou,top10_mean_iou,top50_mean_iou,top100_mean_iou
59946,200,0.04892077374329252,0.028151404493620722,0.33431454888341144,0.10824937938157675,0.9639931183854683,0.9264954511372445,0.8958255786781774
