category_id,category_name,top_k,iou_threshold,gt_count,global_topk_loc_recall,global_topk_class_recall,per_category_topk_class_recall,global_category_retention,loc_to_class_gap,ranking_gap,mean_global_loc_best_iou,mean_global_class_best_iou,mean_per_category_class_best_iou
72,n02958343,100,0.5,14,0.9285714285714286,0.9285714285714286,1.0,1.0,0.0,0.0714285714285714,0.7936629340998159,0.7909549364190127,0.8149220695113646
194,n07749582,100,0.5,13,0.9230769230769231,0.9230769230769231,1.0,1.0,0.0,0.07692307692307687,0.8008500625187072,0.8008500625187072,0.8452885022601806
191,n07739125,100,0.5,11,1.0,1.0,1.0,1.0,0.0,0.0,0.8187129481710479,0.8187129481710479,0.8294312080663926
160,n04356056,100,0.5,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,0.0,0.0,0.24517427749387885,0.22336676979913242,0.27077725266722114
7,n01674464,100,0.5,4,1.0,1.0,1.0,1.0,0.0,0.0,0.8872524227383155,0.8872524227383155,0.8872524227383155
8,n01726692,100,0.5,4,1.0,1.0,1.0,1.0,0.0,0.0,0.9486216953202801,0.9486216953202801,0.9495863097545055
51,n02691156,100,0.5,4,0.75,0.75,0.75,1.0,0.0,0.0,0.6769458044978158,0.6769458044978158,0.6769458044978158
149,n04228054,100,0.5,4,0.5,0.5,0.75,1.0,0.0,0.25,0.5501543908457808,0.5266460567843811,0.5814496050523142
154,n04256520,100,0.5,4,1.0,1.0,1.0,1.0,0.0,0.0,0.899968084937562,0.8699304828184661,0.899968084937562
2,n01443537,100,0.5,3,1.0,1.0,1.0,1.0,0.0,0.0,0.8901921645574536,0.8901921645574536,0.8901921645574536
35,n02374451,100,0.5,3,1.0,1.0,1.0,1.0,0.0,0.0,0.9562739508691077,0.9562739508691077,0.9562739508691077
37,n02395003,100,0.5,3,1.0,1.0,1.0,1.0,0.0,0.0,0.9071162264303849,0.9071162264303849,0.9071162264303849
41,n02419796,100,0.5,3,1.0,1.0,1.0,1.0,0.0,0.0,0.9095633142403666,0.9095633142403666,0.9095633142403666
90,n03211117,100,0.5,3,1.0,1.0,1.0,1.0,0.0,0.0,0.8763362986420032,0.8763362986420032,0.8763362986420032
177,n04591157,100,0.5,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.417308600694041,0.307619355973702,0.4003349800295175
17,n02062744,100,0.5,2,1.0,1.0,1.0,1.0,0.0,0.0,0.8769906260564395,0.7397355988737668,0.7397355988737668
21,n02121808,100,0.5,2,1.0,1.0,1.0,1.0,0.0,0.0,0.9432459946854843,0.9432459946854843,0.9432459946854843
38,n02398521,100,0.5,2,0.5,0.5,0.5,1.0,0.0,0.0,0.6697339391905638,0.5295858315764368,0.5295858315764368
43,n02444819,100,0.5,2,1.0,1.0,1.0,1.0,0.0,0.0,0.8999853028541506,0.8647530784333246,0.8647530784333246
48,n02509815,100,0.5,2,1.0,1.0,1.0,1.0,0.0,0.0,0.9693373644816268,0.9693373644816268,0.9693373644816268
54,n02769748,100,0.5,2,0.5,0.5,0.5,1.0,0.0,0.0,0.5099425040227676,0.422370009755513,0.422370009755513
60,n02807133,100,0.5,2,1.0,1.0,1.0,1.0,0.0,0.0,0.9187968703270629,0.9187968703270629,0.9428136062810253
70,n02924116,100,0.5,2,1.0,1.0,1.0,1.0,0.0,0.0,0.9493488141772564,0.9493488141772564,0.9493488141772564
