predictions,images,mean_score,mean_nearest_iou,pearson_score_iou,spearman_score_iou,top10_mean_iou,top50_mean_iou,top100_mean_iou
59921,200,0.050801936116233404,0.025255566631033816,0.3425029581470578,0.08035099368202876,0.9685962687996185,0.9474965097121644,0.8880164248811895
