predictions,images,mean_score,mean_nearest_iou,pearson_score_iou,spearman_score_iou,top10_mean_iou,top50_mean_iou,top100_mean_iou
59889,200,0.059913736352642494,0.569041019314984,0.09623846939679105,0.06402498147005665,0.9605855205933385,0.9333436174063213,0.90951156457125
