gt_category_id,gt_category_name,pred_category_id,pred_category_name,top_k,iou_threshold,gt_count,loc_matched_count,pair_count,pair_fraction_of_gt,pair_fraction_of_loc_matched,mean_iou,mean_score,is_correct_category
76,n03001627,163,n04379243,100,0.5,13,13,1,0.07692307692307693,0.07692307692307693,0.5129338051108793,0.05111657455563545,False
186,n07714571,6,n01662784,100,0.5,18,17,1,0.05555555555555555,0.058823529411764705,0.9239510103424174,0.13056668639183044,False
186,n07714571,29,n02274259,100,0.5,18,17,1,0.05555555555555555,0.058823529411764705,0.9055524760563627,0.3064616620540619,False
186,n07714571,197,n07753592,100,0.5,18,17,1,0.05555555555555555,0.058823529411764705,0.8180348156653889,0.12799641489982605,False
72,n02958343,151,n04252225,100,0.5,30,29,1,0.03333333333333333,0.034482758620689655,0.8552080626283832,0.03610772266983986,False
4,n01503061,40,n02411705,100,0.5,53,52,1,0.018867924528301886,0.019230769230769232,0.9260839832948158,0.3507838845252991,False
4,n01503061,167,n04468005,100,0.5,53,52,1,0.018867924528301886,0.019230769230769232,0.950288453870841,0.009802168235182762,False
4,n01503061,169,n04509417,100,0.5,53,52,1,0.018867924528301886,0.019230769230769232,0.9615995243452188,0.004723309073597193,False
4,n01503061,186,n07714571,100,0.5,53,52,1,0.018867924528301886,0.019230769230769232,0.9467776349807532,0.08731799572706223,False
19,n02084071,31,n02324045,100,0.5,54,54,1,0.018518518518518517,0.018518518518518517,0.9283743691167432,0.3644125461578369,False
19,n02084071,113,n03676483,100,0.5,54,54,1,0.018518518518518517,0.018518518518518517,0.9733256479983203,0.024468233808875084,False
1,n00007846,10,n01776313,100,0.5,122,110,1,0.00819672131147541,0.00909090909090909,0.9846301299903345,0.2909834682941437,False
1,n00007846,119,n03770439,100,0.5,122,110,1,0.00819672131147541,0.00909090909090909,0.713934562185041,0.16139021515846252,False
1,n00007846,161,n04371430,100,0.5,122,110,1,0.00819672131147541,0.00909090909090909,0.6729015786799727,0.036304276436567307,False
1,n00007846,1,n00007846,100,0.5,122,110,105,0.860655737704918,0.9545454545454546,0.8832561696604947,0.5408231843262911,True
