predictions,images,mean_score,mean_nearest_iou,pearson_score_iou,spearman_score_iou,top10_mean_iou,top50_mean_iou,top100_mean_iou
59931,200,0.04943744343155533,0.024129013777011498,0.37010945318923016,0.09464541407080693,0.9483900707421536,0.9198689435903905,0.9023069782105365
