ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.4692724585138492,0.6480854444694536,0.4822619973764003,0.20651303650146213,0.40306931761920634,0.5979102888186492,0.37826764482851677,0.5821668577892614,0.6777284742924394
