slice,images,annotations,ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
all,330,1610,0.14112828928354718,0.1727729731417693,0.15515689115303416,0.06429664540179984,0.13458473022608466,0.23720922308793801,0.136528637205345,0.17299747342313399,0.17326615469073256
offcenter,330,1012,0.11368458765039753,0.14082958058006523,0.12413397777404031,0.05917155644106413,0.12694161523521852,0.20444024751091963,0.13084868296420335,0.173066359928426,0.17351061461566372
center,282,598,0.12012606414560006,0.14157820166852797,0.13238280616922435,0.07014528626775719,0.09413192147794848,0.21903203146445685,0.15798775963007147,0.20233970820042876,0.2023685882327744
small,207,754,0.07590546296687846,0.10534108358237719,0.08794317025878472,0.06549417086894492,0.1351205673781727,0.15575205429184136,0.07741483447078362,0.11981152411707048,0.1203365056578039
medium,266,569,0.17826239951401487,0.20438042642505144,0.19216281337542676,-1.0,0.06940831102341002,0.2086500115203701,0.1976909596784787,0.26961774174793784,0.27006250628807404
large,194,287,0.23382996921524643,0.25971765863023155,0.2431879999884746,-1.0,-1.0,0.2598646936509324,0.3257898577503562,0.36371857493278487,0.36371857493278487
