slice,images,annotations,ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
all,100,365,0.04411118110460596,0.05466583872898824,0.05039044177142261,0.02666666666666667,0.04652535274761225,0.06682503375535934,0.09682371731391338,0.14887642132740173,0.15287480130617387
offcenter,57,186,0.03515321111865981,0.04370927012971139,0.04218443311090514,0.0,0.03348421474683666,0.08460334652758002,0.07351767676767676,0.13116161616161615,0.1363888888888889
center,95,179,0.050320952669274596,0.061093315112586616,0.05535616238602674,0.05,0.08566012445400385,0.07086325173483317,0.1071892710572601,0.1713951859813693,0.17508061364080518
small,38,176,0.024789950488340703,0.03369322736640388,0.03175650563473105,0.02666666666666667,0.052915203031946516,0.10972222222222222,0.03559714795008913,0.1112210338680927,0.11416221033868094
medium,61,103,0.07398305727829681,0.08995975642110329,0.08834634095907139,-1.0,0.0,0.08678691046517308,0.1511744127936032,0.2083583208395802,0.21800349825087456
large,67,86,0.0873085892939081,0.10258435553087751,0.08711642604597629,-1.0,-1.0,0.09206107027326707,0.17261040532365396,0.2444872958257713,0.25013611615245007
