predictions,images,mean_score,mean_nearest_iou,pearson_score_iou,spearman_score_iou,top10_mean_iou,top50_mean_iou,top100_mean_iou
22630,69,0.004510381055837011,0.003939542765597952,0.21740332577191646,0.168956832451423,0.13937225389782854,0.11914234373541166,0.10664131877814773
