slice,images,annotations,ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
all,100,365,0.13494663412655056,0.18551154496835243,0.13858134701216057,0.08920409910005532,0.16986993067689404,0.22464766591784144,0.20979682370685832,0.3253811493517376,0.3334697543261557
offcenter,57,186,0.11600257680037225,0.14862153283092944,0.13174278047511798,0.04628816834595833,0.12784791337345328,0.23713445518900556,0.2053099415204678,0.3545988266119845,0.35961637047163364
center,95,179,0.1469160901923701,0.1974959191666006,0.14183467057466814,0.12928628931429867,0.21862683614316208,0.20690028020211032,0.21184054241851782,0.33006394805984407,0.3456982172714047
small,38,176,0.08118685449436096,0.1268955644941932,0.10334765887386524,0.09082966699323862,0.18927468167578568,0.17630905924528814,0.15285364145658265,0.29607206518971224,0.30435287751464224
medium,61,103,0.19500641039261324,0.24861128457946038,0.20522316406575164,-1.0,0.02045454545454545,0.22419117170712816,0.2447734466100283,0.4193097895496696,0.42002470986728857
large,67,86,0.28086597879831954,0.3163803988402148,0.2720029091597808,-1.0,-1.0,0.2983848473872854,0.3975666252746204,0.5620888655395294,0.5828422007832649
