ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.4582482509942287,0.6273162644888268,0.49280910675378237,0.05999432337370023,0.26777276225630575,0.6702429749395261,0.21260273972602742,0.5383561643835617,0.6654794520547945
