ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.19052154639349117,0.23493668477878774,0.20671765863857147,0.07672363583007007,0.18728658388835906,0.29206765958328706,0.1601178482048578,0.2012033609282521,0.2012033609282521
