setting,protocol,class_ap,class_ap50,class_ap75,loc_ap,loc_ap50,loc_ap75,offcenter_ap50,center_ap50,small_ap50,medium_ap50,large_ap50,candidate_hit_rate,candidate_mean_nearest_iou,candidate_mean_hit_iou,candidate_oracle_ap,candidate_oracle_ap50,candidate_oracle_ap75,top100_loc_recall,top100_class_global_recall,top100_class_percat_recall,score_iou_loc_spearman,score_iou_class_spearman,notes
seed41_2best,stratified_seed41_2ep_plus_freshlr1e4_4ep,0.1543147747997268,0.18689020288568178,0.16445546597381683,0.4206144928861559,0.5584346117298608,0.44838586451845297,0.16749536660010622,0.18768867125075617,0.1544043451433597,0.2225534982623497,0.29675889578429876,0.36863922241280733,0.3217567785738586,0.4859202225385981,0.38684998721508135,0.4996383614464082,0.4125724487905194,0.8427152317880795,0.6423841059602649,0.7119205298013245,-0.0035915522444528373,0.0862455070324246,regular_checkpoint
seed41_fulllr5e5_2ep,stratified_seed41_full_lr_cont,0.19297990417744434,0.2557900744292454,0.2154155841758965,0.42772836052570656,0.5753644288352039,0.46215659065140013,0.22518559795353715,0.25821115697020297,0.1772068219391187,0.2634267661703134,0.3483278059421298,0.40596359881244354,0.33299213522702364,0.508202578282199,0.4290461561054122,0.5626647907289895,0.47160419922679625,0.8311258278145696,0.6887417218543046,0.7466887417218543,-0.13760202136946179,0.10824937938157675,first_candidate_positive
seed41_fulllr5e5_then3e5_2ep,stratified_seed41_extra_low_lr,0.2016349994630019,0.262540892036164,0.22522294818297361,0.41312850578550786,0.5640005533206022,0.4450196571659119,0.2454667524648412,0.27551336664791665,0.1951762273051162,0.3221940974168656,0.3565683273438585,0.3980868285504047,0.31812913322865777,0.4980375874354608,0.42423486370644725,0.5668263341868456,0.4556806018924542,0.8311258278145696,0.6622516556291391,0.7334437086092715,-0.15810059663629605,0.11440297654721604,ap_up_candidate_plateau
seed43_forced_2ep,stratified_seed43_forced_head_2ep,0.1473990904971147,0.188779725794268,0.16078486375504494,0.36345590968508357,0.506817963281464,0.38680263514201235,0.13263261889150874,0.20974628369110512,0.08996436905099756,0.2082646678129756,0.3923325170349588,0.37813862577056084,0.3235319770194974,0.4936465991650306,0.3729394861100159,0.4849322209730901,0.4079021481072761,0.8078947368421052,0.6381578947368421,0.7,0.050572353089038166,0.13210486310113156,head_fix_sanity
