ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.2099621880216745,0.3070235607792038,0.2154658051949425,0.16703792672185958,0.22377435921252897,0.290851172063632,0.21955114239427967,0.37386908149307224,0.3872430139385157
