slice,top_k,iou_threshold,gt_count,global_topk_loc_recall,global_topk_class_recall,per_category_topk_class_recall,global_category_retention,ranking_gap,mean_global_loc_best_iou,mean_global_class_best_iou,mean_per_category_class_best_iou
all,100,0.5,604,0.8509933774834437,0.6440397350993378,0.7102649006622517,0.7568093385214008,0.06622516556291391,0.7671679838081796,0.5819173531378476,0.6432384204276538
offcenter,100,0.5,296,0.8175675675675675,0.5743243243243243,0.6621621621621622,0.7024793388429752,0.08783783783783783,0.7175830248246177,0.507180778172098,0.5821535832702304
center,100,0.5,308,0.8831168831168831,0.711038961038961,0.7564935064935064,0.8051470588235294,0.045454545454545414,0.8148210612729015,0.6537421134945423,0.7019433288646582
small,100,0.5,237,0.6751054852320675,0.48523206751054854,0.5654008438818565,0.71875,0.08016877637130798,0.5807076461479161,0.4110668198136205,0.47575836872857236
medium,100,0.5,193,0.9378238341968912,0.6839378238341969,0.7512953367875648,0.7292817679558011,0.06735751295336789,0.8545941685600098,0.626133102078096,0.6916625555998693
large,100,0.5,174,0.9942528735632183,0.8160919540229885,0.8620689655172413,0.8208092485549133,0.04597701149425282,0.9241671008678306,0.7655836568871232,0.8176459730968761
