ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.3215870604540525,0.4040705511543237,0.350481204955082,0.20078013034378647,0.39419448786901734,0.46476803311869425,0.43648695925070224,0.6008132964591651,0.6071914868375803
