predictions,images,mean_score,mean_nearest_iou,pearson_score_iou,spearman_score_iou,top10_mean_iou,top50_mean_iou,top100_mean_iou
59931,200,0.04943744343155533,0.4780320721830592,0.07139636567624857,-0.0031096776624009613,0.9483900707421536,0.9385468541417716,0.9129623012832502
