ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.45212488785615895,0.5685925352940241,0.4726766771726841,0.20483084366128917,0.43229206127952463,0.5121809972265133,0.42053452085146525,0.5048808620965469,0.506644139356449
