ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.039363143207724445,0.049257626471736864,0.0416103923348596,0.015555555555555555,0.06052022191466458,0.058845129382597575,0.10820233506508017,0.1553798670465337,0.15831545723702584
