name,source,predictions,ap,ap50,ap75,global_topk_loc_recall50,global_topk_class_recall50,per_category_topk_class_recall50,global_category_retention50,ranking_gap50
matched_propcrop_keep,/private/tmp/rfdetr_max3_matched_propcrop_resnet50_top5keep_heldout_predictions.json,11110,0.0045191660046118515,0.010282717200656467,0.004159321181160765,0.6518987341772152,0.2911392405063291,0.310126582278481,0.4466019417475728,0.01898734177215189
image_resnet50,/private/tmp/rfdetr_small_crops_fullcoverage_max3_384_resnet50_top5x_heldout_base_predictions.json,11110,0.12087336905123792,0.17807518295937785,0.1469540718703229,0.7468354430379747,0.310126582278481,0.3227848101265823,0.4152542372881356,0.012658227848101278
