ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.5147078354666013,0.6578171041950125,0.5687257386035196,0.10619286224386308,0.34954155435992934,0.7026179870435082,0.17813664596273293,0.5811180124223603,0.6005590062111802
