ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.42572979783727355,0.5178202723671859,0.4592124234317262,0.20153858242967154,0.37863613439349114,0.5229713614056779,0.372811050370859,0.4517245781863007,0.45245307527843415
