slice,images,annotations,ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
all,35,158,0.12297041756068718,0.1877851350313604,0.1473094937448384,0.06495564109087625,0.18827314378653565,0.0,0.060432900432900435,0.20264069264069262,0.25700757575757577
offcenter,28,110,0.09923101123900062,0.19328787916700524,0.1206856471771972,0.07573099415204677,0.13807990799079906,0.0,0.049523809523809526,0.15642857142857144,0.2035714285714286
small,35,158,0.12297041756068718,0.1877851350313604,0.1473094937448384,0.06495564109087625,0.18827314378653565,0.0,0.060432900432900435,0.20264069264069262,0.25700757575757577
medium,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
large,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
