ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.46984080487662316,0.6327089983902605,0.5103274840635328,0.0526094745830135,0.2843291439597567,0.6820279392241764,0.22164383561643836,0.5526027397260274,0.6799999999999999
