ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.42423486370644725,0.5668263341868456,0.4556806018924542,0.14396347634638593,0.3435799111137672,0.5190972608181819,0.341202240697456,0.4866351575059709,0.49635280243414215
