ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.4723269300520548,0.6300160239746763,0.5056847418451446,0.05646893462228609,0.2847773262196161,0.6844701070633135,0.226027397260274,0.5501369863013699,0.6726027397260275
