predictions,images,mean_score,mean_nearest_iou,pearson_score_iou,spearman_score_iou,top10_mean_iou,top50_mean_iou,top100_mean_iou
59908,200,0.05459267118522917,0.02202017513773681,0.3639568668309584,0.0862455070324246,0.9691076989640248,0.9208756868082836,0.8891116807864158
