slice,top_k,iou_threshold,gt_count,global_topk_loc_recall,global_topk_class_recall,per_category_topk_class_recall,global_category_retention,ranking_gap,mean_global_loc_best_iou,mean_global_class_best_iou,mean_per_category_class_best_iou
all,1,0.5,611,0.3109656301145663,0.23567921440261866,0.40589198036006546,0.7578947368421053,0.1702127659574468,0.3219056422928451,0.2249844518686614,0.38819955620823204
all,1,0.75,611,0.27986906710310966,0.2193126022913257,0.35515548281505727,0.7836257309941521,0.13584288052373156,0.3219056422928451,0.2249844518686614,0.38819955620823204
all,5,0.5,611,0.618657937806874,0.49263502454991814,0.6530278232405892,0.7962962962962963,0.16039279869067102,0.5908378855749831,0.45465666079722505,0.6018267836450021
all,5,0.75,611,0.5548281505728314,0.4451718494271686,0.5777414075286416,0.8023598820058997,0.13256955810147297,0.5908378855749831,0.45465666079722505,0.6018267836450021
all,10,0.5,611,0.7217675941080196,0.5564648117839607,0.7037643207855974,0.7709750566893424,0.14729950900163669,0.6778945765613665,0.5112118703606863,0.6446567726245814
all,10,0.75,611,0.6366612111292962,0.49427168576104746,0.6153846153846154,0.7763496143958869,0.12111292962356796,0.6778945765613665,0.5112118703606863,0.6446567726245814
all,50,0.5,611,0.839607201309329,0.6579378068739771,0.7381342062193126,0.783625730994152,0.08019639934533551,0.7691709826436,0.5981271662717949,0.6679396111347271
all,50,0.75,611,0.7283142389525368,0.5679214402618658,0.6317512274959084,0.7797752808988764,0.06382978723404265,0.7691709826436,0.5981271662717949,0.6679396111347271
all,100,0.5,611,0.8756137479541735,0.6824877250409165,0.7414075286415712,0.7794392523364486,0.05891980360065474,0.7900632517196888,0.6213241443099206,0.6693792425254464
all,100,0.75,611,0.7528641571194763,0.5859247135842881,0.6333878887070377,0.7782608695652175,0.04746317512274956,0.7900632517196888,0.6213241443099206,0.6693792425254464
offcenter,1,0.5,298,0.11073825503355705,0.087248322147651,0.24496644295302014,0.7878787878787878,0.15771812080536912,0.1345679719957472,0.08876834344577456,0.23387823603002222
offcenter,1,0.75,298,0.10067114093959731,0.08053691275167785,0.19463087248322147,0.8,0.11409395973154363,0.1345679719957472,0.08876834344577456,0.23387823603002222
offcenter,5,0.5,298,0.46308724832214765,0.36577181208053694,0.5302013422818792,0.7898550724637682,0.16442953020134227,0.44992472328563526,0.3391300646444068,0.48709157205900266
offcenter,5,0.75,298,0.40604026845637586,0.32550335570469796,0.44966442953020136,0.8016528925619834,0.1241610738255034,0.44992472328563526,0.3391300646444068,0.48709157205900266
offcenter,10,0.5,298,0.6073825503355704,0.46308724832214765,0.6073825503355704,0.7624309392265194,0.14429530201342278,0.5710149096040908,0.4212271446473917,0.5507082905648566
offcenter,10,0.75,298,0.5201342281879194,0.40604026845637586,0.5033557046979866,0.7806451612903227,0.09731543624161076,0.5710149096040908,0.4212271446473917,0.5507082905648566
offcenter,50,0.5,298,0.7718120805369127,0.5671140939597316,0.6543624161073825,0.7347826086956522,0.08724832214765099,0.7032239266414504,0.5122012021167935,0.5805039332036298
offcenter,50,0.75,298,0.6375838926174496,0.4697986577181208,0.5234899328859061,0.736842105263158,0.05369127516778527,0.7032239266414504,0.5122012021167935,0.5805039332036298
offcenter,100,0.5,298,0.825503355704698,0.5939597315436241,0.6577181208053692,0.7195121951219512,0.06375838926174504,0.7304080034080181,0.534883371153123,0.58291250088566
offcenter,100,0.75,298,0.6577181208053692,0.48322147651006714,0.5268456375838926,0.7346938775510203,0.04362416107382544,0.7304080034080181,0.534883371153123,0.58291250088566
center,1,0.5,313,0.5015974440894568,0.3769968051118211,0.5591054313099042,0.7515923566878981,0.1821086261980831,0.5002654689654814,0.35467263177287955,0.535125285962566
center,1,0.75,313,0.4504792332268371,0.3514376996805112,0.5079872204472844,0.7801418439716312,0.1565495207667732,0.5002654689654814,0.35467263177287955,0.535125285962566
center,5,0.5,313,0.7667731629392971,0.6134185303514377,0.7699680511182109,0.8,0.1565495207667732,0.7249980209175569,0.5646468386040616,0.7110635026629823
center,5,0.75,313,0.6964856230031949,0.5591054313099042,0.6996805111821086,0.8027522935779816,0.1405750798722044,0.7249980209175569,0.5646468386040616,0.7110635026629823
center,10,0.5,313,0.8306709265175719,0.645367412140575,0.7955271565495208,0.7769230769230768,0.15015974440894575,0.7796522147507219,0.5968842290270178,0.7341029312629138
center,10,0.75,313,0.7476038338658147,0.5782747603833865,0.7220447284345048,0.7735042735042734,0.1437699680511183,0.7796522147507219,0.5968842290270178,0.7341029312629138
center,50,0.5,313,0.9041533546325878,0.744408945686901,0.8178913738019169,0.8233215547703181,0.07348242811501593,0.8319576366009181,0.6799352727196873,0.7511850808582641
center,50,0.75,313,0.8146964856230032,0.6613418530351438,0.7348242811501597,0.8117647058823529,0.07348242811501593,0.8319576366009181,0.6799352727196873,0.7511850808582641
center,100,0.5,313,0.9233226837060703,0.7667731629392971,0.8210862619808307,0.8304498269896193,0.054313099041533586,0.8468596223167427,0.7036223884016959,0.7517022106042206
center,100,0.75,313,0.8434504792332268,0.6837060702875399,0.7348242811501597,0.8106060606060607,0.051118210862619806,0.8468596223167427,0.7036223884016959,0.7517022106042206
small,1,0.5,232,0.06465517241379311,0.05172413793103448,0.2025862068965517,0.7999999999999999,0.15086206896551724,0.06701176045260183,0.04655554573991048,0.18309328338174052
small,1,0.75,232,0.05172413793103448,0.04310344827586207,0.13793103448275862,0.8333333333333334,0.09482758620689655,0.06701176045260183,0.04655554573991048,0.18309328338174052
small,5,0.5,232,0.34051724137931033,0.2801724137931034,0.4698275862068966,0.8227848101265822,0.18965517241379315,0.3189820097270099,0.2486605293414849,0.4162236593607352
