ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.6015592467845564,0.7763719527413706,0.662884212579017,0.18139024046154995,0.4645335203677997,0.7738910333143394,0.18354037267080744,0.6503105590062112,0.7505590062111801
