slice,top_k,iou_threshold,gt_count,global_topk_loc_recall,global_topk_class_recall,per_category_topk_class_recall,global_category_retention,ranking_gap,mean_global_loc_best_iou,mean_global_class_best_iou,mean_per_category_class_best_iou
all,1,0.5,604,0.3195364238410596,0.2052980132450331,0.3824503311258278,0.6424870466321243,0.17715231788079472,0.3265041293632305,0.1962964576497821,0.3633645467855206
all,1,0.75,604,0.26986754966887416,0.18543046357615894,0.3294701986754967,0.6871165644171779,0.14403973509933776,0.3265041293632305,0.1962964576497821,0.3633645467855206
all,5,0.5,604,0.6109271523178808,0.3824503311258278,0.597682119205298,0.6260162601626017,0.2152317880794702,0.5759212497062347,0.3471933436916554,0.553422054324274
all,5,0.75,604,0.5231788079470199,0.3394039735099338,0.5314569536423841,0.6487341772151899,0.1920529801324503,0.5759212497062347,0.3471933436916554,0.553422054324274
all,10,0.5,604,0.6903973509933775,0.423841059602649,0.6307947019867549,0.6139088729016786,0.2069536423841059,0.6447923509847784,0.38261489194299897,0.5792321289516127
all,10,0.75,604,0.5960264900662252,0.37251655629139074,0.5579470198675497,0.625,0.18543046357615894,0.6447923509847784,0.38261489194299897,0.5792321289516127
all,50,0.5,604,0.8096026490066225,0.5099337748344371,0.6456953642384106,0.6298568507157465,0.13576158940397343,0.7420996725558751,0.46296432293098644,0.5924826052782787
all,50,0.75,604,0.7052980132450332,0.445364238410596,0.5678807947019867,0.6314553990610328,0.12251655629139069,0.7420996725558751,0.46296432293098644,0.5924826052782787
all,100,0.5,604,0.8294701986754967,0.5513245033112583,0.6456953642384106,0.6646706586826348,0.0943708609271523,0.7576083513730089,0.5046637569070052,0.5925846641893427
all,100,0.75,604,0.7152317880794702,0.48841059602649006,0.5678807947019867,0.6828703703703703,0.07947019867549665,0.7576083513730089,0.5046637569070052,0.5925846641893427
offcenter,1,0.5,296,0.16891891891891891,0.10472972972972973,0.24662162162162163,0.62,0.14189189189189189,0.18363771906882695,0.10394579693341571,0.24398952690804848
offcenter,1,0.75,296,0.14527027027027026,0.09797297297297297,0.2195945945945946,0.6744186046511629,0.12162162162162163,0.18363771906882695,0.10394579693341571,0.24398952690804848
offcenter,5,0.5,296,0.4864864864864865,0.28378378378378377,0.5,0.5833333333333333,0.21621621621621623,0.4610031828251949,0.2559400781355729,0.46091848690679893
offcenter,5,0.75,296,0.39864864864864863,0.23648648648648649,0.42905405405405406,0.5932203389830508,0.19256756756756757,0.4610031828251949,0.2559400781355729,0.46091848690679893
offcenter,10,0.5,296,0.597972972972973,0.32432432432432434,0.5472972972972973,0.5423728813559322,0.22297297297297292,0.5543308653915912,0.28905675083819204,0.49389674800656425
offcenter,10,0.75,296,0.5,0.2668918918918919,0.46283783783783783,0.5337837837837838,0.19594594594594594,0.5543308653915912,0.28905675083819204,0.49389674800656425
offcenter,50,0.5,296,0.7567567567567568,0.4189189189189189,0.5641891891891891,0.5535714285714285,0.14527027027027023,0.681244131219022,0.3808315152171938,0.509369347674415
offcenter,50,0.75,296,0.625,0.3547297297297297,0.47635135135135137,0.5675675675675675,0.12162162162162166,0.681244131219022,0.3808315152171938,0.509369347674415
offcenter,100,0.5,296,0.7736486486486487,0.4560810810810811,0.5641891891891891,0.5895196506550218,0.10810810810810806,0.698725114504375,0.417472194576877,0.509369347674415
offcenter,100,0.75,296,0.6385135135135135,0.3918918918918919,0.47635135135135137,0.6137566137566137,0.08445945945945948,0.698725114504375,0.417472194576877,0.509369347674415
center,1,0.5,308,0.4642857142857143,0.30194805194805197,0.512987012987013,0.6503496503496503,0.21103896103896103,0.46380431587993,0.2850490406759004,0.4780885918625716
center,1,0.75,308,0.38961038961038963,0.2694805194805195,0.43506493506493504,0.6916666666666667,0.16558441558441556,0.46380431587993,0.2850490406759004,0.4780885918625716
center,5,0.5,308,0.7305194805194806,0.4772727272727273,0.6915584415584416,0.6533333333333333,0.2142857142857143,0.6863619893061949,0.4348912872130853,0.6423215866475618
