predictions,images,mean_score,mean_nearest_iou,pearson_score_iou,spearman_score_iou,top10_mean_iou,top50_mean_iou,top100_mean_iou
59928,200,0.049033734426441315,0.024133190008229034,0.3685281692859216,0.09381304564249367,0.9519295094157176,0.9205341837298096,0.9010471594531699
