ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.0045191660046118515,0.010282717200656467,0.004159321181160765,0.012673643526675556,0.007296178058053661,0.031818181818181815,0.002653061224489796,0.06740816326530612,0.07069387755102041
