ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.46257453541655924,0.6270822570466162,0.49965579108838315,0.1110082395283412,0.2982039230746182,0.6499894852051585,0.22054794520547943,0.5539726027397259,0.6865753424657535
