predictions,images,mean_score,mean_nearest_iou,pearson_score_iou,spearman_score_iou,top10_mean_iou,top50_mean_iou,top100_mean_iou
11110,35,0.19539412693937858,0.01067148535864908,0.15955828250219925,0.1170473696509105,0.0,0.0038421939846950528,0.0034441090185630997
