ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.1929748067875382,0.2676697893353599,0.20532551431627863,0.15274669066460111,0.2379843207250066,0.26188321981136997,0.2829907382762054,0.397509695332648,0.4115934841569213
