predictions,images,mean_score,mean_nearest_iou,pearson_score_iou,spearman_score_iou,top10_mean_iou,top50_mean_iou,top100_mean_iou
59957,200,0.0343665277090943,0.47114564662322816,0.06405224271408838,0.018112500754338356,0.9656542081209872,0.9507992059063394,0.9417872615536201
