predictions,images,mean_score,mean_nearest_iou,pearson_score_iou,spearman_score_iou,top10_mean_iou,top50_mean_iou,top100_mean_iou
59941,200,0.03711878808031306,0.02472340143773767,0.38556648071951655,0.05853189801442334,0.9615281878698744,0.9529544812849973,0.9380347959038111
