category_id,category_name,groups,candidate_hits,candidate_hit_rate,mean_nearest_iou,mean_hit_iou,train_gt_count,valid_gt_count,test_gt_count
126,n03908618,75,0,0.0,0.23403303233285744,0.0,40,5,1
180,n07583066,55,0,0.0,0.1951189803890884,0.0,7,2,2
183,n07695742,52,0,0.0,0.5430021761701658,0.0,60,0,9
144,n04118538,50,0,0.0,0.15558290623128415,0.0,5,1,2
98,n03400231,37,0,0.0,0.1433655154463407,0.0,64,3,3
18,n02076196,33,0,0.0,0.5173632024900254,0.0,17,0,2
75,n03000684,33,0,0.0,0.2727970498980898,0.0,72,0,4
77,n03017168,30,0,0.0,0.26868049399151156,0.0,72,2,1
167,n04468005,28,0,0.0,0.29509951525168227,0.0,40,1,3
114,n03710721,19,0,0.0,0.18353301561192462,0.0,6,0,2
150,n04252077,19,0,0.0,0.3298301384171569,0.0,6,0,1
3,n01495701,18,0,0.0,0.5061491441188587,0.0,14,1,2
168,n04487394,18,0,0.0,0.3875983829299609,0.0,7,4,2
117,n03761084,14,0,0.0,0.30613364909575985,0.0,5,0,3
42,n02437136,12,0,0.0,0.28310178538473946,0.0,12,2,1
127,n03908714,12,0,0.0,0.4987076011796792,0.0,34,1,1
99,n03445777,9,0,0.0,0.4262427141269048,0.0,20,0,1
172,n04536866,6,0,0.0,0.42338209599256516,0.0,17,0,1
105,n03494278,5,0,0.0,0.5742689847946167,0.0,13,0,1
68,n02883205,4,0,0.0,0.5626782402396202,0.0,19,1,1
181,n07615774,4,0,0.0,0.32374683022499084,0.0,11,0,1
80,n03085013,3,0,0.0,0.4085675540069739,0.0,19,3,1
87,n03188531,3,0,0.0,0.2929750382900238,0.0,15,0,1
119,n03770439,3,0,0.0,0.0,0.0,13,2,1
186,n07714571,3,0,0.0,0.5500856439272562,0.0,36,0,1
112,n03642806,2,0,0.0,0.7847458720207214,0.0,7,3,1
141,n04070727,2,0,0.0,0.6574346125125885,0.0,6,0,1
92,n03255030,101,1,0.009900990099009901,0.25542698464918845,0.06836534291505814,21,0,14
198,n07768694,99,1,0.010101010101010102,0.22033373849240667,0.9271690845489502,26,1,4
143,n04116512,25,1,0.04,0.18840000942349433,0.1848939210176468,111,11,20
162,n04376876,44,2,0.045454545454545456,0.3039727431446822,0.8510651588439941,12,0,2
128,n03916031,22,1,0.045454545454545456,0.4643284241584214,0.835044264793396,7,1,2
113,n03676483,62,3,0.04838709677419355,0.4876990350744417,0.7850019733111063,60,0,11
70,n02924116,58,3,0.05172413793103448,0.15295142905208572,0.6655750721693039,17,0,2
97,n03394916,37,2,0.05405405405405406,0.2775930942136895,0.4731517881155014,12,0,2
89,n03207941,33,2,0.06060606060606061,0.3795749633996324,0.4596148431301117,8,1,1
101,n03467517,15,1,0.06666666666666667,0.42850475062926613,0.8956703543663025,22,0,1
74,n02992211,57,4,0.07017543859649122,0.4081416960903688,0.6833911016583443,30,1,3
188,n07718747,71,5,0.07042253521126761,0.16787134365401638,0.7184735700488091,21,0,4
63,n02834778,28,2,0.07142857142857142,0.4380661002193977,0.6562706828117371,15,2,5
49,n02510455,13,1,0.07692307692307693,0.4494102420285344,0.5864337086677551,6,0,1
157,n04330267,64,5,0.078125,0.21273255233245436,0.36593796610832213,14,0,3
164,n04392985,12,1,0.08333333333333333,0.08287358020121853,0.0,12,2,2
79,n03063338,51,5,0.09803921568627451,0.14367984583163085,0.20727158728986977,5,0,2
66,n02879718,19,2,0.10526315789473684,0.13889700779691339,0.1279081362299621,35,0,1
24,n02131653,34,4,0.11764705882352941,0.1956606816555209,0.84686379134655,16,2,1
44,n02445715,31,4,0.12903225806451613,0.48545514518815663,0.8211110085248947,6,0,2
132,n03958227,15,2,0.13333333333333333,0.36199566200375555,0.7658589780330658,38,2,4
46,n02484322,229,32,0.13973799126637554,0.38504783545445864,0.5470689052453963,29,6,11
64,n02840245,21,3,0.14285714285714285,0.44293676343347343,0.7886989216009775,44,2,4
135,n03995372,7,1,0.14285714285714285,0.5325427395956857,0.9369559288024902,5,0,1
54,n02769748,13,2,0.15384615384615385,0.4055430364365188,0.8146224319934845,19,9,2
6,n01662784,97,16,0.16494845360824742,0.24093038245037043,0.5764369294047356,23,2,5
115,n03720891,12,2,0.16666666666666666,0.49879118738075096,0.3878183662891388,14,1,2
38,n02398521,35,6,0.17142857142857143,0.4063901255173343,0.5715643304089705,6,0,2
139,n04026417,50,9,0.18,0.1848219108581543,0.43632153338856167,22,8,2
17,n02062744,31,6,0.1935483870967742,0.3224870904138492,0.7046868006388346,6,0,2
120,n03790512,10,2,0.2,0.5743918970227242,0.869931161403656,19,6,4
67,n02880940,33,7,0.21212121212121213,0.4314595727306424,0.7125936544367245,64,8,3
61,n02815834,28,6,0.21428571428571427,0.2936940476564424,0.2647847570478916,21,0,1
88,n03196217,30,7,0.23333333333333334,0.42477959096431733,0.7799066390310015,17,0,1
51,n02691156,34,8,0.23529411764705882,0.22238668377565987,0.5721121579408646,15,0,4
106,n03495258,34,8,0.23529411764705882,0.26222487667794614,0.5208246037364006,55,0,2
9,n01770393,33,8,0.24242424242424243,0.42817379577282927,0.47907615453004837,6,0,1
194,n07749582,70,17,0.24285714285714285,0.37657842260918445,0.7508590721032199,25,8,13
72,n02958343,168,42,0.25,0.22247812980120735,0.4249299045519105,70,21,14
69,n02892767,8,2,0.25,0.28240857552737,0.23235781863331795,23,0,3
4,n01503061,1392,359,0.2579022988505747,0.2607828088149008,0.5158495393012259,180,23,38
35,n02374451,68,18,0.2647058823529412,0.35132128186523914,0.5563648872905307,30,0,3
160,n04356056,53,15,0.2830188679245283,0.07139560321064771,0.17802593509356182,36,1,6
58,n02799071,21,6,0.2857142857142857,0.710282428633599,0.9586689273516337,18,1,6
122,n03797390,7,2,0.2857142857142857,0.24710073694586754,0.4627446588128805,36,4,1
14,n01944390,17,5,0.29411764705882354,0.3178870796280749,0.6139778003096581,13,0,1
40,n02411705,16,5,0.3125,0.48005547979846597,0.6495606958866119,19,1,2
191,n07739125,78,26,0.3333333333333333,0.3451656893803141,0.5522240849498373,31,8,11
148,n04154565,15,5,0.3333333333333333,0.1605370044708252,0.16004899740219117,12,1,2
43,n02444819,12,4,0.3333333333333333,0.48241391715904075,0.7913504242897034,8,0,2
165,n04409515,3,1,0.3333333333333333,0.7256929576396942,0.9082384705543518,28,0,1
84,n03128519,14,5,0.35714285714285715,0.3272762153397447,0.4432075031101704,38,3,1
21,n02121808,11,4,0.36363636363636365,0.40751116178315977,0.8666879683732986,19,2,2
154,n04256520,56,21,0.375,0.35894290669654894,0.7916778680824098,20,5,4
48,n02509815,13,5,0.38461538461538464,0.5065683172299311,0.6643879592418671,6,0,2
