slice,images,annotations,ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
all,35,158,0.12087336905123792,0.17807518295937785,0.1469540718703229,0.06295093795093794,0.18885548193789065,0.0,0.050909090909090904,0.2016883116883117,0.25700757575757577
offcenter,28,110,0.09321721746805232,0.1681991382698131,0.11912670991801562,0.07354497354497354,0.14013078151987649,0.0,0.034523809523809526,0.15503968253968253,0.2035714285714286
small,35,158,0.12087336905123792,0.17807518295937785,0.1469540718703229,0.06295093795093794,0.18885548193789065,0.0,0.050909090909090904,0.2016883116883117,0.25700757575757577
medium,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
large,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
