name,source,ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
base_class,results/rfdetr_stratified_seed41_train1000_small_384_seed41_2best_freshlr1e4_4ep_test_cocoeval.csv,0.1543147747997268,0.18689020288568178,0.16445546597381683,0.08753347718794982,0.15727255414004765,0.22700518673970227,0.30039824662312703,0.45050601604668594,0.45245307527843415
base_loc,results/rfdetr_stratified_seed41_train1000_small_384_seed41_2best_freshlr1e4_4ep_test_loc_cocoeval.csv,0.4206144928861559,0.5584346117298608,0.44838586451845297,0.04232574514987111,0.18993668521623208,0.5829932838048627,0.2591059602649007,0.5655629139072847,0.664569536423841
classhead_class,results/rfdetr_stratified_seed41_train1000_small_384_seed41_2best_classhead_fixed_1ep_test_cocoeval.csv,0.16090082864122168,0.19415874052235488,0.17041640564137137,0.11512475798334346,0.1505969079898396,0.2346189832755747,0.2920538469150909,0.4440107924150986,0.4472829676083264
classhead_loc,results/rfdetr_stratified_seed41_train1000_small_384_seed41_2best_classhead_fixed_1ep_test_loc_cocoeval.csv,0.4253106702091283,0.5661487620432049,0.44988735568333843,0.04145698952870653,0.1974618951311773,0.5879424049040772,0.26043046357615895,0.5667218543046357,0.6730132450331127
queryclass_class,results/rfdetr_stratified_seed41_train1000_small_384_seed41_2best_queryclass_fixed_1ep_test_cocoeval.csv,0.16029227296391063,0.19380272600449083,0.1707431542737371,0.11113605146310596,0.15511261862873643,0.23809388420076696,0.2876385988634792,0.444599018560741,0.44813121824126606
queryclass_loc,results/rfdetr_stratified_seed41_train1000_small_384_seed41_2best_queryclass_fixed_1ep_test_loc_cocoeval.csv,0.42694641255077487,0.5677188243824024,0.45466174696205924,0.04406769606556737,0.1995329590935988,0.5888081153163496,0.25927152317880797,0.5695364238410596,0.6738410596026491
decoderclass_class,results/rfdetr_stratified_seed41_train1000_small_384_seed41_2best_decoderclass_fixed_1ep_test_cocoeval.csv,0.16149241674742904,0.19675223060606428,0.17336836845819376,0.10989243903505369,0.15565331399230914,0.22452537693177002,0.2700776594484729,0.4389543152222578,0.4431320718091053
decoderclass_loc,results/rfdetr_stratified_seed41_train1000_small_384_seed41_2best_decoderclass_fixed_1ep_test_loc_cocoeval.csv,0.42218432866287114,0.5596845892961477,0.44805714569630134,0.04297646178315412,0.19323145086919083,0.5859974020521707,0.2630794701986755,0.5587748344370861,0.6718543046357616
