ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.28147546825128705,0.35070945713454826,0.3102210408491437,0.1495385720786158,0.33150664443478517,0.41760891428652525,0.30039991240206176,0.3877265887329925,0.38806438258261206
