predictions,images,mean_score,mean_nearest_iou,pearson_score_iou,spearman_score_iou,top10_mean_iou,top50_mean_iou,top100_mean_iou
59889,200,0.059913736352642494,0.01887674167990669,0.35060871321020315,0.11228139628499476,0.9605855205933385,0.9333436174063213,0.8888045219819053
