ap,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100
0.1064555326004399,0.15395593816590047,0.10345453726252621,0.09808818820055669,0.1210597384379852,0.17062096528853135,0.18903682673002167,0.30364209629492217,0.3228368907780672
